,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
369,CVS Store #06525,302 E. MAIN ST.,North Manchester,Wabash,IN,46962,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-85.766455, 40.99951]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1093818791.0,CVS Pharmacy,
370,CVS Store #08654,327 EAST JACKSON ST.,Macomb,Mcdonough,IL,61455,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-90.66775, 40.458435]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1134162514.0,CVS Pharmacy,
371,HUMBOLDT PARK HEALTH,1044 N FRANCISCO AVE,Chicago,Cook,IL,60622,00006-5055-06,Lagevrio (molnupiravir),200.0,"{'type': 'Point', 'coordinates': [-87.699647, 41.900710000000004]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1972594877.0,Attn: Inpatient Pharmacy 4th Floor,
372,YPT Health Clinic,171 Campbell lane,Yerington,Lyon,NV,89447,00069-1085-30,Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-119.22886, 39.07337]}",2022-09-12T00:00:00.000,UNKNOWN INVENTORY,29.0,1376670042.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
373,Walmart Pharmacy #316,973 Gilbert Ferry Rd SE,Attalla,Etowah,AL,35954,00069-1085-30,Paxlovid,14.0,"{'type': 'Point', 'coordinates': [-86.09364, 33.99457]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1447277744.0,,
374,UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVE,Cleveland,Cuyahoga,OH,44106,00310-7442-02,Evusheld,779.0,"{'type': 'Point', 'coordinates': [-81.60648, 41.50657]}",2022-10-03T00:00:00.000,ACTIVE,36.0,,B106,
375,NANTASKET PHARMACY INC,480 Nantasket Avenue,Hull,Plymouth,MA,2045,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-70.87277, 42.28195]}",2022-10-03T00:00:00.000,ACTIVE,,1629122072.0,,
376,WALGREENS STORE #19827,505 W BLACK HORSE PIKE,Pleasantville,Atlantic,NJ,8232,00069-1101-20,Renal Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-74.532328, 39.39115]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1255855359.0,,
377,WALGREENS STORE #15511,4003 W VERNON AVE,Kinston,Lenoir,NC,28504,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-77.64296, 35.2635]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1013355098.0,,
378,WALGREENS STORE #10832,2350 N COLUMBIA ST,Milledgeville,Baldwin,GA,31061,00069-1101-20,Renal Paxlovid,46.0,"{'type': 'Point', 'coordinates': [-83.254905, 33.10845]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1043471915.0,,
379,Primary Health Network Titusville,120 S. Martin St.,Titusville,Warren,PA,16345,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-79.67146, 41.62583]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1003892589.0,,
380,Walmart Pharmacy #1132,1226 E Dixie Dr,Asheboro,Randolph,NC,27203,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-79.78991, 35.69267]}",2022-10-03T00:00:00.000,ACTIVE,34.0,1972520112.0,,
381,CVS Store #04203,1027 S. MAIN ST.,Moultrie,Colquitt,GA,31768,00069-1085-30,Paxlovid,47.0,"{'type': 'Point', 'coordinates': [-83.788545, 31.168675]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1841393501.0,CVS Pharmacy,
382,Walmart Pharmacy #5790,1544 Malvern Ave,Hot Springs,Garland,AR,71901,00069-1085-30,Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-93.040572, 34.49443]}",2022-09-29T00:00:00.000,ACTIVE,4.0,1891143020.0,,
383,CVS Store #10824,10809 RANDOLPH ST,Crown Point,Lake,IN,46307,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-87.236725, 41.422105]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1033130356.0,CVS Pharmacy,
384,ACME,2160 LEMOINE AVE,Fort Lee,Bergen,NJ,7024,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-73.96637, 40.85606]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1063889350.0,,
385,CVS Store #16019,105 W TROUTMAN PKWY,Fort Collins,Larimer,CO,80525,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-105.07842, 40.52687]}",2022-09-30T00:00:00.000,ACTIVE,6.0,1700808409.0,CVS Pharmacy,
386,Nephrology Associates PLLC,730 Highland Oaks Dr,Winston-salem,Forsyth,NC,27103,00310-7442-02,Evusheld,2.0,"{'type': 'Point', 'coordinates': [-80.303498, 36.061315]}",2022-09-09T00:00:00.000,UNKNOWN INVENTORY,34.0,1275580854.0,Ste 201,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
387,CVS Store #01060,326 MAIN STREET,Southington,Hartford,CT,6489,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-72.8798, 41.59459]}",2022-09-30T00:00:00.000,ACTIVE,7.0,1972607877.0,CVS Pharmacy,
388,Denman Country Drug,102 Prairie Mills Rd POB 70,Golden,Adams,IL,62339,00006-5055-06,Lagevrio (molnupiravir),2.0,"{'type': 'Point', 'coordinates': [-91.02819, 40.10567]}",2022-10-03T00:00:00.000,ACTIVE,14.0,,,
389,WALGREENS STORE #06427,7878 S HARLEM AVE,Bridgeview,Cook,IL,60455,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-87.80048, 41.748635]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1376558569.0,,
390,CVS Store #02930,4595 E. FLAMINGO RD.,Las Vegas,Clark,NV,89121,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-115.07426, 36.11439]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1578662888.0,CVS Pharmacy,
391,CVS STORE #16326,2701 PLAINFIELD RD,Joliet,Will,IL,60435,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-88.15408, 41.57669]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1033132311.0,CVS Pharmacy,
392,KROGER PHARMACY 01100445,6678 COVINGTON HWY,Lithonia,Dekalb,GA,30058,00069-1085-30,Paxlovid,16.0,"{'type': 'Point', 'coordinates': [-84.14458, 33.718615]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1093749830.0,,
393,CVS Store #04502,1915 MAPLE AVENUE S.W.,Rome,Floyd,GA,30161,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-85.16684, 34.22858]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1336242171.0,CVS Pharmacy,
394,WALGREENS STORE #07451,16440 E ARAPAHOE RD,Foxfield,Arapahoe,CO,80016,00006-5055-06,Lagevrio (molnupiravir),63.0,"{'type': 'Point', 'coordinates': [-104.797409, 39.594225]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1629286554.0,,
395,"Palace Drug of Coalgate, LLC",104 W Ohio Ave,Coalgate,Coal,OK,74538,00006-5055-06,Lagevrio (molnupiravir),32.0,"{'type': 'Point', 'coordinates': [-96.218952, 34.539576]}",2022-09-14T00:00:00.000,UNKNOWN INVENTORY,37.0,1780767731.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
396,CHRIS EXPRESS DRUG,12032 S WESTERN AVE,Oklahoma City,Cleveland,OK,73170,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-97.529515, 35.34776]}",2022-09-27T00:00:00.000,ACTIVE,37.0,1659625820.0,,
397,WALGREENS STORE #12895,1501 W CUMBERLAND ST,Dunn,Harnett,NC,28334,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-78.62511, 35.31502]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1447553698.0,,
398,ST AGNES HOSPITAL,430 East Division Street,Fond Du Lac,Fond Du Lac,WI,54935,00006-5055-06,Lagevrio (molnupiravir),4.0,"{'type': 'Point', 'coordinates': [-88.42866, 43.77728]}",2022-09-20T00:00:00.000,ACTIVE,50.0,1346228541.0,,
399,WALGREENS STORE #18076,4061 ROUTE 104,Williamson,Wayne,NY,14589,00006-5055-06,Lagevrio (molnupiravir),27.0,"{'type': 'Point', 'coordinates': [-77.187895, 43.233415]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1275057853.0,,
400,Walmart Pharmacy #639,150 Altama Connector,Brunswick,Glynn,GA,31525,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-81.48665, 31.21297]}",2022-09-21T00:00:00.000,ACTIVE,11.0,1922025253.0,,
401,Sams Pharmacy #6356,56 W Merritt Blvd,Fishkill,Dutchess,NY,12524,00006-5055-06,Lagevrio (molnupiravir),10.0,"{'type': 'Point', 'coordinates': [-73.899905, 41.529165]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1134146202.0,,
402,CVS Store #03621,170-05 LINDEN BLVD.,Jamaica,Queens,NY,11434,00006-5055-06,Lagevrio (molnupiravir),12.0,"{'type': 'Point', 'coordinates': [-73.77982, 40.69183]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1790942746.0,CVS Pharmacy,
403,WALGREENS STORE #02513,421 RYDERS LN,East Brunswick,Middlesex,NJ,8816,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-74.42349, 40.436]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1528073517.0,,
404,WALGREENS STORE #11206,8582 BLUE DIAMOND RD,Las Vegas,Clark,NV,89178,00069-1085-30,Paxlovid,118.0,"{'type': 'Point', 'coordinates': [-115.27725, 36.02037]}",2022-09-29T00:00:00.000,ACTIVE,29.0,1245484070.0,,
405,Giant Food Store # 384,1535 ALABAMA AVENUE S.E.,Washington,District of Columbia,DC,20032,00006-5055-06,Lagevrio (molnupiravir),178.0,"{'type': 'Point', 'coordinates': [-76.981095, 38.844955]}",2022-10-03T00:00:00.000,ACTIVE,9.0,1265625867.0,,
406,CVS Store #01360,2834 ALABAMA AVE SE,Washington,District of Columbia,DC,20020,00006-5055-06,Lagevrio (molnupiravir),63.0,"{'type': 'Point', 'coordinates': [-76.96686, 38.8604]}",2022-09-30T00:00:00.000,ACTIVE,9.0,1225132293.0,CVS Pharmacy,
407,AURORA RETAIL PHARMACY 1062,6609 W. GREENFIELD AVE,West Allis,Milwaukee,WI,53214,00006-5055-06,Lagevrio (molnupiravir),64.0,"{'type': 'Point', 'coordinates': [-87.99522, 43.01621]}",2022-10-01T00:00:00.000,ACTIVE,50.0,1578588208.0,,
408,Walmart Pharmacy #1943,4700 N 27Th St,Lincoln,Lancaster,NE,68521,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-96.67842, 40.85833]}",2022-10-03T00:00:00.000,ACTIVE,28.0,1972520070.0,,
409,WALGREENS STORE #21169,541 HAMILTON ST,Allentown,Lehigh,PA,18101,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-75.469626, 40.60307]}",2022-09-29T00:00:00.000,ACTIVE,39.0,1558856369.0,,
410,Walmart Pharmacy #3842,425 Route 31,Macedon,Wayne,NY,14502,00006-5055-06,Lagevrio (molnupiravir),25.0,"{'type': 'Point', 'coordinates': [-77.357795, 43.066335]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1720206469.0,,
411,J WATKINS DRUGS,13286 N. Wintzell Ave.,Theodore,Mobile,AL,36582,00069-1085-30,Paxlovid,17.0,"{'type': 'Point', 'coordinates': [-88.245122, 30.415001]}",2022-09-28T00:00:00.000,ACTIVE,1.0,1912972407.0,Address line 2,
412,CVS STORE #02237,930 MAIN ST.,Green Bay,Brown,WI,54301,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-88.00368, 44.512965]}",2022-09-30T00:00:00.000,ACTIVE,50.0,1306134655.0,CVS Pharmacy,
413,WALGREENS STORE #09288,2202 WAYNE MEMORIAL DR,Goldsboro,Wayne,NC,27534,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-77.962295, 35.397525]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1013922111.0,,
414,HY-VEE PHARMACY (1437),2400 2nd Avenue,Muscatine,Muscatine,IA,52761,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-91.03652, 41.45065]}",2022-10-03T00:00:00.000,ACTIVE,16.0,1265461669.0,,
415,Sams Pharmacy #6685,1313 S University Ave,Provo,Utah,UT,84601,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-111.65747, 40.216345]}",2022-10-03T00:00:00.000,ACTIVE,45.0,1437176633.0,,
416,Stop and Shop Store # 682,220 RTE 12 GROTON SQ SHOP CENTER,Groton,New London,CT,6340,00069-1085-30,Paxlovid,24.0,"{'type': 'Point', 'coordinates': [-72.07017, 41.36859]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1063444925.0,,
417,Stop and Shop Store # 718,91 POINT JUDITH ROAD,Narragansett,Washington,RI,2882,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-71.48535, 41.42943]}",2022-10-03T00:00:00.000,ACTIVE,40.0,1003848961.0,,
418,Rite Aid 03876,1500 W. MOYAMENSING AVENUE,Philadelphia,Philadelphia,PA,19145,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-75.17356, 39.91602]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1316036072.0,,
419,CVS Store #17568,28800 DEQUINDRE RD,Warren,Macomb,MI,48092,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-83.082797, 42.504135]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1073748000.0,CVS Pharmacy,
420,CVS Store #04709,77 HUDSON PLAZA,Fairburn,Fulton,GA,30213,00069-1085-30,Paxlovid,46.0,"{'type': 'Point', 'coordinates': [-84.61, 33.61]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1629171475.0,CVS Pharmacy,
421,U OF U SOUTH JORDAN,5126 W DAYBREAK PKWY,South Jordan,Salt Lake,UT,84009,00069-1101-20,Renal Paxlovid,16.0,"{'type': 'Point', 'coordinates': [-112.01451, 40.5412]}",2022-09-27T00:00:00.000,ACTIVE,45.0,1578652160.0,,
422,Walmart Pharmacy #2772,1675 N Howe St,Southport,Brunswick,NC,28461,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-78.03227, 33.94309]}",2022-10-03T00:00:00.000,ACTIVE,34.0,1518984780.0,,
423,Wellstreet UC - Warren West,28284 Dequindre,Warren,Macomb,MI,48092,00069-1101-20,Renal Paxlovid,0.0,"{'type': 'Point', 'coordinates': [-83.08455, 42.50048]}",2022-08-01T00:00:00.000,UNKNOWN INVENTORY,23.0,,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
424,CVS Store #16197,3130 S AIRPORT RD W,Traverse City,Grand Traverse,MI,49684,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-85.63616, 44.72379]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1487676151.0,CVS Pharmacy,
425,Downtown Health Plaza Retail Rx,1 MEDICAL CENTER BOULEVARD,Winston Salem,Forsyth,NC,27157,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-80.27177, 36.09036]}",2022-10-03T00:00:00.000,ACTIVE,34.0,,ATTN: PHARMACY PROCUREMENT,
426,EMERSON HOSPITAL-PHARMACY,133 Old Road to Nine Acre Corner,Concord,Middlesex,MA,1742,00069-1085-30,Paxlovid,29.0,"{'type': 'Point', 'coordinates': [-71.375, 42.45182]}",2022-08-29T00:00:00.000,UNKNOWN INVENTORY,22.0,1922103357.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
427,CVS Store #16029,1037 S REED RD,Kokomo,Howard,IN,46902,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-86.10799, 40.47527]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1417979139.0,CVS Pharmacy,
428,WALGREENS STORE #07900,2203 BEECHMONT AVE,Mount Washington,Hamilton,OH,45230,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-84.38756, 39.094345]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1235146259.0,,
429,Walmart Pharmacy #3351,6464 N Decatur Blvd,Las Vegas,Clark,NV,89131,00006-5055-06,Lagevrio (molnupiravir),47.0,"{'type': 'Point', 'coordinates': [-115.203885, 36.27778]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1235223397.0,,
430,UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVE,Cleveland,Cuyahoga,OH,44106,00006-5055-06,Lagevrio (molnupiravir),702.0,"{'type': 'Point', 'coordinates': [-81.60648, 41.50657]}",2022-10-03T00:00:00.000,ACTIVE,36.0,,B106,
431,CVS Store #00220,264 EAST MAIN STREET,Marlborough,Middlesex,MA,1752,00069-1085-30,Paxlovid,45.0,"{'type': 'Point', 'coordinates': [-71.53464, 42.35193]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1023117470.0,CVS Pharmacy,
432,Sams Pharmacy #6360,1040 INDEPENDENT AVE,Grand Junction,Mesa,CO,81505,00006-5055-06,Lagevrio (molnupiravir),45.0,"{'type': 'Point', 'coordinates': [-108.58277, 39.083135]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1891712170.0,,
433,Walmart Pharmacy #5168,10 E 1300 S,Richfield,Sevier,UT,84701,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-112.084805, 38.748265]}",2022-10-03T00:00:00.000,ACTIVE,45.0,1588681779.0,,
434,CVS Store #07111,70 WEST STATE ST,Granby,Hampshire,MA,1033,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-72.544025, 42.245975]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1932473246.0,CVS Pharmacy,
435,CVS Store #00142,305 W. BALTIMORE ST.,Greencastle,Franklin,PA,17225,00069-1101-20,Renal Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-77.73142, 39.791695]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1881758415.0,CVS Pharmacy,
436,CVS Store #05360,6935 PINES RD,Shreveport,Caddo,LA,71129,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-93.86159, 32.44285]}",2022-09-30T00:00:00.000,ACTIVE,19.0,1346344280.0,CVS Pharmacy,
437,Moose Pharmacy of Mount Holly,125 W Central Ave,Mount Holly,Gaston,NC,28120,00310-7442-02,Evusheld,16.0,"{'type': 'Point', 'coordinates': [-81.01732, 35.29756]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1437648334.0,,
438,JICARILLA HEALTH CENTER,500 Mundo Road,Dulce,Rio Arriba,NM,87528,00310-7442-02,Evusheld,23.0,"{'type': 'Point', 'coordinates': [-106.99, 36.94]}",2022-09-30T00:00:00.000,ACTIVE,32.0,1124220900.0,,
439,Walmart Pharmacy #2902,121 Worcester Rd,Framingham,Middlesex,MA,1701,00006-5055-06,Lagevrio (molnupiravir),42.0,"{'type': 'Point', 'coordinates': [-71.39953, 42.30086]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1821015132.0,,
440,Walmart Pharmacy #3277,155 Damonte Ranch Pkwy,Reno,Washoe,NV,89521,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-119.756405, 39.42267]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1336166446.0,,
441,WALGREENS STORE #06179,1551 RICHMOND AVE,Staten Island,Richmond,NY,10314,00006-5055-06,Lagevrio (molnupiravir),80.0,"{'type': 'Point', 'coordinates': [-74.15969, 40.610005]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1518972686.0,,
442,CVS Store #00275,1565 RT. 112,Medford,Suffolk,NY,11763,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-73.006312, 40.794715]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1669576427.0,CVS Pharmacy,
443,WALGREENS STORE #10604,1625 S MERIDIAN RD,Meridian,Ada,ID,83642,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-116.39455, 43.589535]}",2022-09-29T00:00:00.000,ACTIVE,13.0,1154503837.0,,
444,CVS Store #08780,10400 WEST CHARLESTON BLVD,Las Vegas,Clark,NV,89135,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-115.322325, 36.16012]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1477594349.0,CVS Pharmacy,
445,Walmart Pharmacy #2628,4051 NICHOLASVILLE RD,Lexington,Fayette,KY,40503,00006-5055-06,Lagevrio (molnupiravir),12.0,"{'type': 'Point', 'coordinates': [-84.53117, 37.97971]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1528085859.0,,
446,HARRIS TEETER PHARMACY 09700311,324 VILLAGE WALK DRIVE,Holly Springs,Wake,NC,27540,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-78.83921, 35.63988]}",2022-10-03T00:00:00.000,ACTIVE,34.0,1952895633.0,,
447,FRED MEYER PHARMACY 70100613,3527 S FEDERAL WAY,Boise,Ada,ID,83705,00069-1085-30,Paxlovid,37.0,"{'type': 'Point', 'coordinates': [-116.187754, 43.56825]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1902842594.0,,
448,Walmart Pharmacy #854,2460 E Wabash St,Frankfort,Clinton,IN,46041,00069-1085-30,Paxlovid,42.0,"{'type': 'Point', 'coordinates': [-86.47858, 40.28097]}",2022-10-03T00:00:00.000,ACTIVE,15.0,1114944337.0,,
449,WALGREENS STORE #05531,929 W OWEN K GARRIOTT RD,Enid,Garfield,OK,73701,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-97.88955, 36.39023]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1881609857.0,,
450,Walmart Pharmacy #4405,2900 KIRK RD,Aurora,Kane,IL,60502,00006-5055-06,Lagevrio (molnupiravir),42.0,"{'type': 'Point', 'coordinates': [-88.28243, 41.81723]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1801072236.0,,
451,WALGREENS STORE #19981,10095 ROUTE 25,Mattituck,Suffolk,NY,11952,00006-5055-06,Lagevrio (molnupiravir),60.0,"{'type': 'Point', 'coordinates': [-72.53887, 40.98582]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1972029056.0,,
452,Rite Aid 10205,824 PURCHASE STREET,New Bedford,Bristol,MA,2740,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-70.92576, 41.635565]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1437259876.0,,
453,WALGREENS STORE #09120,859 E MAIN ST,Lancaster,Fairfield,OH,43130,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-82.58391, 39.71387]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1780691709.0,,
454,Walmart Pharmacy #136,1219 W Doolin Ave,Blackwell,Kay,OK,74631,00006-5055-06,Lagevrio (molnupiravir),8.0,"{'type': 'Point', 'coordinates': [-97.29756, 36.80873]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1699792713.0,,
455,Walmart Pharmacy #1720,1550 SCENIC HWY N,Snellville,Gwinnett,GA,30078,00069-1085-30,Paxlovid,16.0,"{'type': 'Point', 'coordinates': [-84.00772, 33.88642]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1912924234.0,,
456,KROGER PHARMACY 02400717,3040 DOLPHIN DR,Elizabethtown,Hardin,KY,42701,00006-5055-06,Lagevrio (molnupiravir),2.0,"{'type': 'Point', 'coordinates': [-85.83615, 37.71195]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1881619567.0,,
457,Rite Aid 11117,1500 GARRETT ROAD,Upper Darby,Delaware,PA,19082,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-75.27432, 39.95487]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1912006271.0,,
458,OSCO PHARMACY,1340 S CANAL ST,Chicago,Cook,IL,60607,00006-5055-06,Lagevrio (molnupiravir),12.0,"{'type': 'Point', 'coordinates': [-87.64003, 41.86606]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1831528694.0,,
459,WALGREENS STORE #03147,918 RIVERVIEW DR,Kalamazoo,Kalamazoo,MI,49048,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-85.568725, 42.300725]}",2022-09-29T00:00:00.000,ACTIVE,23.0,1861409849.0,,
460,Haas Pharmacy,62 Orange Turnpike,Sloatsburg,Rockland,NY,10974,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-74.19292, 41.15539]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1396766358.0,,
461,HY-VEE PHARMACY (1235),320 West Street South,Grinnell,Poweshiek,IA,50112,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-92.72716, 41.72776]}",2022-10-03T00:00:00.000,ACTIVE,16.0,1356387732.0,,
462,FRENCHTOWN PHARMACY,20 RACE ST,Frenchtown,Hunterdon,NJ,8825,00069-1101-20,Renal Paxlovid,0.0,"{'type': 'Point', 'coordinates': [-75.060478, 40.526712]}",2022-08-12T00:00:00.000,UNKNOWN INVENTORY,31.0,1437292281.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
463,HANCOCK PHARMACY II,1020 FAIRFIELD AVE,Bridgeport,Fairfield,CT,6605,00069-1085-30,Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-73.20393, 41.174715]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1154645356.0,,
464,CVS Store #08691,444 S. MAIN ST.,Kewanee,Henry,IL,61443,00006-5055-06,Lagevrio (molnupiravir),7.0,"{'type': 'Point', 'coordinates': [-89.924381, 41.238605]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1558302505.0,CVS Pharmacy,
465,SMITHS PHARMACY 70600378,750 S MEADOWS PKWY,Reno,Washoe,NV,89521,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-119.75679, 39.43757]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1770508392.0,,
466,SPECIALTY RX INC,2 Bergen Turnpike,Ridgefield,Bergen,NJ,7660,00069-1101-20,Renal Paxlovid,22.0,"{'type': 'Point', 'coordinates': [-74.02744, 40.84745]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1104862580.0,,
467,Walmart Pharmacy #3093,795 W Overland Rd,Meridian,Ada,ID,83642,00069-1085-30,Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-116.40308, 43.58951]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1700224318.0,,
